Name,Year,Body_Type,Origin,Province,District,Transmission,Fuel_Type,Brand,price_num,age,mileage_num
Hyundai Tucson 2.0 Đặc biệt 2017,2017,SUV,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Hyundai,625000000,8,98000
Mercedes-Benz E200 E200 2019,2019,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,1198000000,6,23000
Mercedes-Benz C300 AMG 2016,2016,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,758000000,9,76000
Mercedes-Benz GLC 200 4Matic 2021,2021,SUV,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,1388000000,4,88000
VinFast VF 3 2024,2024,Hatchback,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Điện,VinFast,272000000,1,8500
Hyundai Grand i10 Hatchback 1.2 AT 2019,2019,Hatchback,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,318000000,6,90000
Hyundai Tucson 2.0 Tiêu chuẩn 2019,2019,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,595000000,6,60000
Mazda 3 1.5L Sedan 2020,2020,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,495000000,5,60000
Kia Sorento 2.2 DAT Premium 2015,2015,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Kia,490000000,10,110000
Mazda CX-5 2.0 Premium 2020,2020,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,695000000,5,66000
Toyota Innova 2.0E 2013,2013,MPV,Trong nước,Hà Nội,Thanh Xuân,Số sàn,Máy xăng,Toyota,255000000,12,130000
Mercedes-Benz E300 AMG 2021,2021,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,1858000000,4,22000
Mercedes-Benz GLC 200 4Matic 2021,2021,SUV,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,1558000000,4,28000
Mercedes-Benz GLC 300 4Matic 2022,2022,SUV,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,1758000000,3,52000
Mazda 3 1.5L Sedan 2023,2023,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,585000000,2,13000
Mazda 3 1.5L Sedan 2023,2023,Sedan,Trong nước,Phú Thọ,Việt Trì,Số tự động,Máy xăng,Mazda,585000000,2,13000
Kia Sonet 1.5 Premium 2023,2023,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Kia,575000000,2,32000
Peugeot 2008 GT Line 2022,2022,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Peugeot,639000000,3,40000
MG 5 1.5L Luxury 2024,2024,Sedan,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,MG,465000000,1,10000
Kia Morning Si 1.25 MT 2018,2018,Hatchback,Trong nước,Thanh Hóa,Triệu Sơn,Số sàn,Máy xăng,Kia,198000000,7,93000
Kia Morning MT 2018,2018,Hatchback,Trong nước,Thanh Hóa,Triệu Sơn,Số sàn,Máy xăng,Kia,175000000,7,100000
Hyundai Santa Fe 2.2 Dầu Cao cấp 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,1168000000,3,60000
BMW 320i M Sport 2017,2017,Sedan,Nhập khẩu,Tp.HCM,Bình Tân,Số tự động,Máy xăng,BMW,798000000,8,73000
Mazda 3 1.5L Sedan 2019,2019,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,465000000,6,80000
Mercedes-Benz C300 AMG 2016,2016,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,666000000,9,61000
Hyundai Santa Fe 2.2 Dầu Cao cấp 2021,2021,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Hyundai,1085000000,4,72000
Mercedes-Benz GLE 450 4Matic 2016,2016,Coupe,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1339000000,9,58000
Kia Carnival 2.2D Signature 2024,2024,MPV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy dầu,Kia,1599000000,1,6000
Mercedes-Benz GLC 300 4Matic 2020,2020,SUV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mercedes-Benz,1459000000,5,45000
Mercedes-Benz E200 E200 2019,2019,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1099000000,6,68000
Hyundai Grand i10 2015,2015,Other,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,239000000,10,75284
Hyundai Accent 1.4 MT 2019,2019,Sedan,Trong nước,Hải Phòng,An Lão,Số sàn,Máy xăng,Hyundai,330000000,6,80000
Mazda 6 2.0L Luxury 2020,2020,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,550000000,5,50000
Mitsubishi Attrage 1.2L MT 2021,2021,Other,Trong nước,Hải Phòng,Đồ Sơn,Số sàn,Máy xăng,Mitsubishi,275000000,4,20000
Ford Ranger XL 2.5 4x4 MT 2011,2011,Bán tải,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy xăng,Ford,230000000,14,160000
Toyota Innova 2.0E 2013,2013,Other,Trong nước,Hải Phòng,An Lão,Số sàn,Máy xăng,Toyota,258000000,12,200000
Isuzu D-Max  LS 4x2 MT 2011,2011,Bán tải,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy dầu,Isuzu,230000000,14,160000
Toyota Hiace 3.0 MT 2007,2007,Van/Minivan,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy dầu,Toyota,195000000,18,160000
Ford EcoSport Titanium 1.5L AT 2015,2015,SUV,Trong nước,Hải Dương,Other,Số tự động,Máy xăng,Ford,335000000,10,121341
Mitsubishi Xpander 1.5 AT  2020,2020,Other,Nhập khẩu,Hải Phòng,An Lão,Số tự động,Máy xăng,Mitsubishi,479000000,5,80000
Toyota Vios 2023,2023,Sedan,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Toyota,430000000,2,30000
Mitsubishi Triton 2011,2011,Bán tải,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy xăng,Mitsubishi,248000000,14,155000
Mazda CX-5 2.0 Luxury 2024,2024,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,770000000,1,20000
Hyundai Grand Starex 2.5 MT 2016,2016,Van/Minivan,Nhập khẩu,Hà Nội,Hà Đông,Số sàn,Máy xăng,Hyundai,395000000,9,120000
Suzuki Vitara 1.6 AT 2011,2011,SUV,Nhập khẩu,Hải Phòng,An Lão,Số tự động,Máy xăng,Suzuki,295000000,14,100000
Mazda CX-5 2.0 Premium 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,725000000,3,60000
Kia Morning Si 1.25 MT 2017,2017,Hatchback,Trong nước,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,Kia,200000000,8,10000
Hyundai Grand i10 Sedan 1.2 MT 2016,2016,Sedan,Nhập khẩu,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,Hyundai,175000000,9,175
Kia Morning EX 1.25 MT 2016,2016,Hatchback,Trong nước,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,Kia,160000000,9,135000
Hyundai Grand i10 Sedan 1.2 MT 2023,2023,Sedan,Trong nước,Hải Phòng,An Lão,Số sàn,Máy xăng,Hyundai,285000000,2,50000
Hyundai Elantra 2014,2014,Sedan,Nhập khẩu,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,320000000,11,80000
Hyundai Grand i10 1.0 AT 2015,2015,Other,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,239000000,10,75284
Hyundai Elantra 1.8 AT 2013,2013,Sedan,Nhập khẩu,Hải Dương,Other,Số tự động,Máy xăng,Hyundai,330000000,12,121234
Kia Rio 1.4 AT 2015,2015,Other,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Kia,315000000,10,50000
Mazda 3 1.5 Hatchback 2018,2018,Hatchback,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Mazda,438000000,7,79000
Mercedes-Benz E200 E200 2019,2019,Sedan,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Mercedes-Benz,1050000000,6,50000
Mercedes-Benz E400 2014,2014,Sedan,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Mercedes-Benz,590000000,11,90000
Nissan X trail 2.5 SV 4WD Premium 2020,2020,SUV,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Nissan,680000000,5,60000
Nissan Kicks V 2023,2023,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Hybrid,Nissan,675000000,2,8000
Land Rover Range Rover Evoque evoque 2014,2014,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Land,699000000,11,60000
Nissan Terra 2.5L E 2WD 7 AT 2019,2019,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Nissan,599000000,6,6700
Land Rover Range Rover Evoque evoque 2012,2012,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Land,490000000,13,66400
BMW 730Li 2011,2011,Sedan,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,BMW,565000000,14,83000
Hyundai Elantra 1.6 AT 2014,2014,Other,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,328000000,11,112503
Hyundai Accent 1.4 MT 2019,2019,Sedan,Trong nước,Vĩnh Phúc,Phúc Yên,Số sàn,Máy xăng,Hyundai,325000000,6,120000
Hyundai Grand i10 2017,2017,Other,Trong nước,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,Hyundai,265000000,8,80000
Mercedes-Benz C300 2017,2017,Other,Nhập khẩu,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,Mercedes-Benz,680000000,8,75000
Mitsubishi Pajero Sport 2017,2017,Other,Trong nước,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,Mitsubishi,580000000,8,42000
Honda City 1.5 L 2021,2021,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Honda,420000000,4,65000
Hyundai Grand i10 2021,2021,Other,Trong nước,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,Hyundai,255000000,4,41000
Suzuki Swift 1.4 AT 2013,2013,Hatchback,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Suzuki,285000000,12,100000
Hyundai Creta 1.5L Đặc biệt 2023,2023,Crossover,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Hyundai,620000000,2,10000
VinFast LUX A2.0 2020,2020,Other,Trong nước,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,VinFast,500000000,5,50000
Mazda 2 Sedan 1.5L Premium 2017,2017,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,345000000,8,85000
VinFast Fadil 2020,2020,Other,Trong nước,Vĩnh Phúc,Vĩnh Yên,Số tự động,Máy xăng,VinFast,275000000,5,50000
Mazda 2 Sport 1.5L Premium 2016,2016,Hatchback,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,345000000,9,70000
Suzuki Swift 1.4 AT 2016,2016,Hatchback,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Suzuki,295000000,9,80000
Mitsubishi Attrage 1.2L MT 2021,2021,Sedan,Trong nước,Bình Dương,Thuận An,Số sàn,Máy xăng,Mitsubishi,259000000,4,63000
Kia Sorento 2.4AT 2016,2016,SUV,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Kia,425000000,9,169000
Toyota Camry 2.4G 2011,2011,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Toyota,340000000,14,81000
Mercedes-Benz C300 AMG 2022,2022,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1799000000,3,26000
Mercedes-Benz C300 AMG 2022,2022,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1779000000,3,12874
BMW 420i Convertible 2015,2015,Convertible,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,BMW,1259000000,10,30000
Mercedes-Benz GLC 300 4Matic Coupe 2020,2020,Other,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1799000000,5,20000
Volvo S90 2020,2020,Other,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Volvo,1499000000,5,33000
Mercedes-Benz S63 2011,2011,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1099000000,14,98000
Chevrolet Colorado 2.5L 4x4 MT LT 2017,2017,Bán tải,Nhập khẩu,Bình Phước,Đồng Phú,Số sàn,Máy dầu,Chevrolet,330000000,8,102000
Ford Ranger Wildtrak 3.2 4x4 AT 2016,2016,Other,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy xăng,Ford,535000000,9,90000
Toyota Avanza 1.5 AT 2023,2023,Other,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,495000000,2,68000
Toyota Corolla Altis 1.8 G 2016,2016,Other,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,435000000,9,83000
Kia Cerato 1.6 MT 2017,2017,Other,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy xăng,Kia,315000000,8,75000
Ford Everest Trend 2.0 AT 4x4 2018,2018,Other,Nhập khẩu,Bình Phước,Đồng Phú,Số tự động,Máy xăng,Ford,735000000,7,88000
BMW X1 sDrive18i 2017,2017,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,BMW,569000000,8,120000
Mercedes-Benz E300 AMG 2021,2021,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1858000000,4,21000
Mercedes-Benz GLC 250 4Matic 2019,2019,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,990000000,6,50000
Mercedes-Benz S500L 2014,2014,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1298000000,11,90000
Mitsubishi Xpander 1.5 AT  2020,2020,MPV,Nhập khẩu,Hà Nội,Đông Anh,Số tự động,Máy xăng,Mitsubishi,470000000,5,30000
Lexus IS 300 F-Sport 2021,2021,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Lexus,1699000000,4,55555
Mitsubishi Xforce GLX 2024,2024,SUV,Nhập khẩu,Hải Phòng,Other,Số tự động,Máy xăng,Mitsubishi,559000000,1,20000
Toyota Veloz Cross 1.5 CVT 2022,2022,MPV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Toyota,530000000,3,16000
Mercedes-Benz E200 Exclusive 2019,2019,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1098000000,6,42000
Mitsubishi Xpander 1.5 AT  2019,2019,MPV,Nhập khẩu,Hà Nội,Other,Số tự động,Máy xăng,Mitsubishi,460000000,6,55600
Kia Carnival 2.5 AT 2009,2009,MPV,Trong nước,Bình Dương,Thủ Dầu Một,Số tự động,Máy xăng,Kia,163000000,16,133000
Hyundai Kona 2.0 AT Tiêu chuẩn 2020,2020,SUV,Trong nước,Hải Phòng,Other,Số tự động,Máy xăng,Hyundai,469000000,5,58000
Chevrolet Spark Van 2009,2009,Van/Minivan,Trong nước,Đà Nẵng,Hải Châu,Số sàn,Máy xăng,Chevrolet,50000000,16,125000
Mercedes-Benz E250 2017,2017,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,899000000,8,40000
Toyota Innova 2.0G 2022,2022,MPV,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Toyota,618000000,3,47000
Mitsubishi Xpander 1.5 MT 2019,2019,MPV,Nhập khẩu,Thanh Hóa,Đông Sơn,Số sàn,Máy xăng,Mitsubishi,380000000,6,110000
Honda CR-V 1.5 L 2019,2019,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Honda,740000000,6,89000
Honda Civic 1.8 AT 2009,2009,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Honda,240000000,16,128000
Toyota Corolla Cross 1.8 V  2021,2021,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Toyota,705000000,4,30000
Kia Cerato 2016,2016,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Kia,360000000,9,90000
Kia Carens S 2.0 AT 2015,2015,Other,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Kia,339000000,10,140000
Hyundai Accent 1.4 AT 2019,2019,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Hyundai,352000000,6,77000
Kia K3 2.0AT 2014,2014,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Kia,350000000,11,81000
Suzuki Celerio 1.0 CVT 2019,2019,Hatchback,Nhập khẩu,Bình Dương,Thuận An,Số tự động,Máy xăng,Suzuki,245000000,6,68000
Hyundai Elantra 2018,2018,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Hyundai,385000000,7,90000
Toyota Vios 1.5 E CVT 2017,2017,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Toyota,318000000,8,83000
Suzuki Ertiga 2017,2017,Other,Nhập khẩu,Bình Dương,Thuận An,Số tự động,Máy xăng,Suzuki,325000000,8,100000
Hyundai Grand i10 Sedan 1.2 AT 2019,2019,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Hyundai,302000000,6,70000
Kia Carnival 2.2D Signature 2023,2023,MPV,Trong nước,Bắc Ninh,Bắc Ninh,Số tự động,Máy dầu,Kia,1280000000,2,34000
Ford Transit SVP 2021,2021,Van/Minivan,Trong nước,Tp.HCM,Tân Phú,Số sàn,Máy dầu,Ford,580000000,4,87000
Ford EcoSport Titanium 1.0L AT 2019,2019,SUV,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,495000000,6,8900
Ford Transit 2019,2019,Minibus,Trong nước,Tp.HCM,Tân Phú,Số sàn,Máy dầu,Ford,545000000,6,95000
Ford EcoSport Titanium 1.5L AT 2020,2020,Convertible,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Ford,475000000,5,85000
Ford Ranger Wildtrak 2.0L 4x4 AT 2020,2020,Bán tải,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,715000000,5,52000
Ford Fiesta S 1.6 AT 2012,2012,Hatchback,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,285000000,13,37000
Mazda CX-8 Premium 2020,2020,SUV,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Mazda,739000000,5,62000
Kia Seltos 1.4 Luxury 2023,2023,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Kia,630000000,2,32000
Mazda CX-30 2.0L Premium 2022,2022,Crossover,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,Mazda,666000000,3,80000
Toyota Corolla Cross 1.8 HV 2022,2022,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Hybrid,Toyota,778000000,3,42000
Kia Sorento 2.2D Premium AWD 2017,2017,SUV,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy dầu,Kia,489000000,8,70000
Hyundai Grand i10 2020,2020,Hatchback,Trong nước,Thái Bình,Thái Bình,Số tự động,Máy xăng,Hyundai,335000000,5,50000
Hyundai Accent 1.4 AT 2022,2022,Sedan,Trong nước,Thái Bình,Thái Bình,Số tự động,Máy xăng,Hyundai,420000000,3,50000
Mitsubishi Outlander 2.0 CVT 2021,2021,SUV,Trong nước,Thái Bình,Thái Bình,Số tự động,Máy xăng,Mitsubishi,670000000,4,40000
Hyundai Accent 1.4 AT 2022,2022,Sedan,Trong nước,Thái Bình,Thái Bình,Số tự động,Máy xăng,Hyundai,465000000,3,39000
Ford EcoSport Titanium 1.0L AT 2021,2021,Other,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Ford,465000000,4,28000
Chevrolet Cruze LT 1.6 2017,2017,Sedan,Trong nước,Tp.HCM,Thủ Đức,Số sàn,Máy xăng,Chevrolet,265000000,8,75000
Hyundai Grand i10 Hatchback 1.2 AT 2020,2020,Hatchback,Trong nước,Bắc Ninh,Quế Võ,Số tự động,Máy xăng,Hyundai,333000000,5,52000
Ford Everest Titanium 2.0L AT 4WD 2021,2021,SUV,Nhập khẩu,Bắc Ninh,Quế Võ,Số tự động,Máy dầu,Ford,965000000,4,68000
Honda CR-V 2.4L TG 2016,2016,SUV,Trong nước,Bắc Ninh,Quế Võ,Số tự động,Máy xăng,Honda,535000000,9,100000
Teraco Tera 100 2023,2023,Xe tải,Trong nước,Bắc Ninh,Quế Võ,Số sàn,Máy xăng,Teraco,185000000,2,12000
Mercedes-Benz C300 AMG 2021,2021,Sedan,Trong nước,Bắc Ninh,Quế Võ,Số tự động,Máy xăng,Mercedes-Benz,1100000000,4,54000
Mazda CX-5 2.0 AWD 2014,2014,SUV,Trong nước,Thanh Hóa,Đông Sơn,Số tự động,Máy xăng,Mazda,395000000,11,95
Mazda CX-5 2.0 Premium 2022,2022,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,730000000,3,50836
Hyundai Santa Fe 2.2 Dầu Cao cấp 2021,2021,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Hyundai,1070000000,4,52237
Hyundai Grand i10 Hatchback 1.2 AT 2014,2014,Hatchback,Nhập khẩu,Thanh Hóa,Đông Sơn,Số tự động,Máy xăng,Hyundai,258000000,11,100000
Honda City 1.5 TOP CVT 2019,2019,Sedan,Trong nước,Thanh Hóa,Đông Sơn,Số tự động,Máy xăng,Honda,398000000,6,60
Honda City 1.5 TOP CVT 2018,2018,Sedan,Trong nước,Tp.HCM,Quận 10,Số tự động,Máy xăng,Honda,378000000,7,455000
Mitsubishi Jolie 2.0 MT 2005,2005,SUV,Trong nước,Tp.HCM,Quận 10,Số sàn,Máy xăng,Mitsubishi,107000000,20,89000
Mercedes-Benz E250 E250 2016,2016,Sedan,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,795000000,9,60000
Mitsubishi Pajero Sport D 4x2 AT 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Mitsubishi,925000000,3,60000
Mercedes-Benz S400 3.0 V6 2014,2014,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,1129000000,11,100000
Mercedes-Benz E200 2018,2018,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,950000000,7,79000
Mercedes-Benz C200 2.0 AT 2019,2019,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,829000000,6,42000
Lexus RX 200T 2016,2016,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Lexus,1799000000,9,80000
BMW 640i 2012,2012,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,BMW,989000000,13,38000
Peugeot 5008 1.6L Turbo 2021,2021,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Peugeot,614000000,4,85471
FAW Xe đầu kéo 2021,2021,Xe tải,Nhập khẩu,Hà Nội,Cầu Giấy,Số sàn,Máy dầu,FAW,880000000,4,205258
Chevrolet Captiva LT 2.4 MT 2010,2010,SUV,Trong nước,Bình Dương,Thủ Dầu Một,Số sàn,Máy xăng,Chevrolet,168000000,15,104000
Toyota Fortuner 2.4 AT 4x2 Legender 2024,2024,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy dầu,Toyota,1169000000,1,12000
Nissan Navara 2.5 MT 2015,2015,Bán tải,Nhập khẩu,Hà Nội,Đông Anh,Số sàn,Máy dầu,Nissan,315000000,10,10000
Ford Everest 2.0L ST5 6AT 2WD Titanium 2020,2020,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Ford,856000000,5,85000
Toyota Fortuner 2020,2020,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Toyota,829000000,5,102000
Hyundai Grand i10 Sedan 1.2 MT 2016,2016,Sedan,Nhập khẩu,Hà Nội,Quốc Oai,Số sàn,Máy xăng,Hyundai,168000000,9,120000
Hyundai Grand i10 Sedan 1.2 MT 2020,2020,Sedan,Trong nước,Hà Nội,Quốc Oai,Số sàn,Máy xăng,Hyundai,248000000,5,88000
Hyundai Grand Starex 2.4 MT 2011,2011,Van/Minivan,Nhập khẩu,Hà Nội,Đông Anh,Số sàn,Máy dầu,Hyundai,315000000,14,10000
Toyota Vios 1.5G AT 2019,2019,Sedan,Trong nước,Hà Nội,Quốc Oai,Số tự động,Máy xăng,Toyota,398000000,6,70000
Mazda 3 Sedan 1.5L Deluxe 2022,2022,Sedan,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Mazda,499000000,3,42000
Kia Morning LX 1.25 MT 2014,2014,Hatchback,Trong nước,Hà Nội,Quốc Oai,Số sàn,Máy xăng,Kia,145000000,11,120000
Toyota Vios 1.5G AT 2019,2019,Sedan,Trong nước,Hà Nội,Quốc Oai,Số tự động,Máy xăng,Toyota,405000000,6,70000
Hyundai Grand i10 Hatchback 1.2 AT 2020,2020,Hatchback,Trong nước,Hà Nội,Quốc Oai,Số tự động,Máy xăng,Hyundai,338000000,5,56000
Kia Carnival 2.2D Signature 2023,2023,MPV,Trong nước,Bắc Ninh,Bắc Ninh,Số tự động,Máy dầu,Kia,1275000000,2,30000
Toyota Land Cruiser VX 4.6 V8 2013,2013,SUV,Nhập khẩu,Hà Nội,Đống Đa,Số tự động,Máy xăng,Toyota,1790000000,12,130000
Honda Jazz VX 2019,2019,Hatchback,Nhập khẩu,Hà Nội,Đống Đa,Số tự động,Máy xăng,Honda,389000000,6,56000
Honda City RS 2023,2023,Sedan,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Honda,499000000,2,58000
Hyundai Grand i10 Sedan 1.2 MT 2018,2018,Sedan,Trong nước,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,Hyundai,235000000,7,130000
Mazda CX-8 Premium 2021,2021,SUV,Nhập khẩu,Tp.HCM,Bình Thạnh,Số tự động,Máy xăng,Mazda,810000000,4,48000
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,2019,Bán tải,Trong nước,Bình Phước,Đồng Phú,Số tự động,Máy dầu,Ford,530000000,6,87000
Lexus ES 350 2015,2015,Sedan,Nhập khẩu,Hà Nội,Ba Đình,Số tự động,Máy xăng,Lexus,1050000000,10,72000
