Name,Year,Body_Type,Origin,Province,District,Transmission,Fuel_Type,Brand,price_num,age,mileage_num
Lexus GX 470 2009,2009,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Lexus,739000000,16,100000
Hyundai VB100 2010,2010,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Hyundai,560000000,15,560
Toyota Sienna Limited 3.5 AT AWD 2014,2014,MPV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Toyota,1280000000,11,1280
Suzuki XL7 1.5L 2021,2021,MPV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Suzuki,458000000,4,80000
Audi A6 1.8 TFSI 2015,2015,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Audi,675000000,10,80000
Mercedes-Benz Maybach GLS 480 2017,2017,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1650000000,8,90000
Toyota Fortuner 2.7 V 4X4 AT 2015,2015,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Toyota,490000000,10,90000
Hyundai Santa Fe 2015,2015,SUV,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy xăng,Hyundai,560000000,10,120000
Ford Ranger 2016,2016,Bán tải,Trong nước,Hà Nội,Nam Từ Liêm,Số tự động,Máy dầu,Ford,505000000,9,100000
Volkswagen Tiguan 2.0AT 2011,2011,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Volkswagen,330000000,14,160000
Hyundai Elantra 1.6 AT Đặc biệt 2017,2017,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,380000000,8,110000
Hyundai Accent 1.4 AT Đặc biệt 2023,2023,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,445000000,2,47000
Kia Forte SX 1.6 MT 2011,2011,Sedan,Trong nước,Hải Phòng,Other,Số sàn,Máy xăng,Kia,215000000,14,140000
Kia Sedona 3.3 GAT 2016,2016,MPV,Nhập khẩu,Hà Nội,Long Biên,Số tự động,Máy xăng,Kia,515000000,9,80000
Mercedes-Benz GLC 200 4Matic 2021,2021,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1559000000,4,27500
MG ZS STD+ 2023,2023,Crossover,Nhập khẩu,Tp.HCM,Bình Tân,Số tự động,Máy xăng,MG,390000000,2,43000
Toyota RAV4 LE 2007,2007,SUV,Nhập khẩu,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Toyota,255000000,18,120000
Mercedes-Benz GLC 300 4Matic V1 2022,2022,SUV,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1759000000,3,52000
Mitsubishi Pajero GL 3.0 MT 2002,2002,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số sàn,Máy xăng,Mitsubishi,129000000,23,190000
MG 5 1.5L MT 2023,2023,Sedan,Trong nước,Tp.HCM,Bình Tân,Số sàn,Máy xăng,MG,299000000,2,40000
Suzuki Vitara JLX 1.6 4X4 2004,2004,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số sàn,Máy xăng,Suzuki,145000000,21,190000
Mazda BT-50 Standard 4x4 2.2 MT 2014,2014,Bán tải,Nhập khẩu,Tp.HCM,Other,Số sàn,Máy dầu,Mazda,295000000,11,120000
Mercedes-Benz E200 Exclusive 2019,2019,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1049000000,6,64000
Ford Escape XLT 2.3 AT 4x4 2004,2004,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Ford,145000000,21,190000
BMW 330i M Sport 2023,2023,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,BMW,1779000000,2,11000
Audi Q2 2018,2018,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Audi,878000000,7,66000
Mercedes-Benz E200 E200 2019,2019,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1199000000,6,23000
Mercedes-Benz V250 Luxury 2019,2019,MPV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1559000000,6,42000
Mitsubishi Pajero Sport D 4x2 AT 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Mitsubishi,899000000,3,60000
Mercedes-Benz C200 2.0 AT 2016,2016,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,Mercedes-Benz,638000000,9,106000
Peugeot 3008 Allure 2021,2021,SUV,Nhập khẩu,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Peugeot,735000000,4,40000
Nissan X trail 2.5 SV 4WD Premium 2019,2019,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Nissan,626000000,6,60000
Toyota Fortuner 2009,2009,Other,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Toyota,279000000,16,100000
Hyundai Accent 1.4 AT 2012,2012,Other,Nhập khẩu,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,248000000,13,120000
Kia Sportage 1.6 T Signature X-line AWD 2024,2024,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Kia,975000000,1,10000
Kia Cerato 1.6 MT 2017,2017,Other,Trong nước,Hải Phòng,An Lão,Số sàn,Máy xăng,Kia,325000000,8,83901
Toyota Corolla Altis 1.8 G 2014,2014,Sedan,Trong nước,Hưng Yên,Khoái Châu,Số tự động,Máy xăng,Toyota,400000000,11,100000
Hyundai i30 CW 1.6 AT 2009,2009,Hatchback,Nhập khẩu,Hưng Yên,Khoái Châu,Số tự động,Máy xăng,Hyundai,230000000,16,86000
Kia Carens S 2.0 AT 2010,2010,MPV,Trong nước,Hưng Yên,Khoái Châu,Số tự động,Máy xăng,Kia,205000000,15,140000
Hyundai Grand i10 Sedan 1.2 MT 2018,2018,Sedan,Trong nước,Hưng Yên,Khoái Châu,Số sàn,Máy xăng,Hyundai,235000000,7,130000
Nissan Teana 2.0 AT 2011,2011,Sedan,Nhập khẩu,Hưng Yên,Khoái Châu,Số tự động,Máy xăng,Nissan,270000000,14,120000
Hyundai Accent 1.4 AT Đặc biệt 2018,2018,Sedan,Trong nước,Hải Phòng,An Lão,Số tự động,Máy xăng,Hyundai,365000000,7,80000
Ford Ranger Wildtrak 2.0L 4x4 AT 2019,2019,Bán tải,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy dầu,Ford,599000000,6,110000
Honda CR-V 1.5 L 2019,2019,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Honda,750000000,6,89000
Honda CR-V 1.5 G 2020,2020,SUV,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Honda,775000000,5,65000
BMW X3 xDrive20i 2021,2021,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,BMW,1390000000,4,61000
Honda Civic 1.5 Turbo RS 2019,2019,Sedan,Nhập khẩu,Tp.HCM,Quận 10,Số tự động,Máy xăng,Honda,590000000,6,38000
Porsche Macan 2.0 2017,2017,SUV,Nhập khẩu,Tp.HCM,Quận 10,Số tự động,Máy xăng,Porsche,1650000000,8,38000
Toyota Previa 2010,2010,Van/Minivan,Nhập khẩu,Tp.HCM,Quận 10,Số tự động,Máy xăng,Toyota,650000000,15,50000
Kia Seltos 1.6 Premium 2021,2021,Van/Minivan,Trong nước,Tp.HCM,Quận 10,Số tự động,Máy xăng,Kia,555000000,4,39000
Ford Ranger Wildtrak 3.2 4x4 AT 2017,2017,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,605000000,8,70000
Toyota Vios 1.5E MT 2018,2018,Sedan,Trong nước,Bình Dương,Thuận An,Số sàn,Máy xăng,Toyota,275000000,7,89000
Kia Soluto MT 2020,2020,Other,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Kia,279000000,5,70000
Hyundai Accent 1.4 MT 2020,2020,Sedan,Trong nước,Bình Dương,Thuận An,Số sàn,Máy xăng,Hyundai,340000000,5,32000
Ford Ranger Wildtrak 3.2 4x4 AT 2017,2017,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,605000000,8,90000
Kia Cerato 1.6 MT 2018,2018,Sedan,Trong nước,Hà Nội,Hoàng Mai,Số sàn,Máy xăng,Kia,295000000,7,80000
Hyundai Creta 1.5L Đặc biệt 2024,2024,SUV,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Hyundai,625000000,1,10000
Toyota Vios 1.5 G CVT 2022,2022,Sedan,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Toyota,445000000,3,61000
Hyundai Tucson 2.0 Dầu Cao cấp 2023,2023,SUV,Trong nước,Hà Nội,Hoàn Kiếm,Số tự động,Máy dầu,Hyundai,835000000,2,28000
Ford Territory Titanium X 2023,2023,SUV,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Ford,815000000,2,24000
Kia Seltos 1.4T Premium 2023,2023,SUV,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Kia,655000000,2,14000
Toyota Vios 1.5 E CVT 2021,2021,Sedan,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Toyota,445000000,4,44500
Mitsubishi Triton 4×2 AT MIVEC 2021,2021,Bán tải,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy dầu,Mitsubishi,525000000,4,78000
Mercedes-Benz E180 V1 2022,2022,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,1545000000,3,5888
Mercedes-Benz GLC 300 4Matic 2018,2018,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,1080000000,7,80000
Mercedes-Benz C200 Avantgarde Plus 2022,2022,Sedan,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mercedes-Benz,1415000000,3,10000
Mercedes-Benz GLC 200 2019,2019,SUV,Trong nước,Hà Nội,Ba Đình,Số tự động,Máy xăng,Mercedes-Benz,999000000,6,60000
Chevrolet Spark 1.2 mt 2018,2018,Hatchback,Trong nước,Hà Nội,Thanh Xuân,Số sàn,Máy xăng,Chevrolet,144000000,7,150000
Hyundai Santa Fe 2.4L Xăng Tiêu chuẩn 2020,2020,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Hyundai,790000000,5,37000
Toyota Sienna Limited 3.5 AT AWD 2016,2016,MPV,Nhập khẩu,Tp.HCM,Quận 10,Số tự động,Máy xăng,Toyota,1850000000,9,76000
Hyundai Santa Fe 2.5 Xăng Cao cấp 2024,2024,SUV,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Hyundai,1190000000,1,13000
Mercedes-Benz C200 Exclusive 2019,2019,Sedan,Trong nước,Tp.HCM,Hóc Môn,Số tự động,Máy xăng,Mercedes-Benz,885000000,6,65000
Volkswagen Teramont X 2022,2022,Other,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Volkswagen,1738000000,3,10000
Mercedes-Benz GLC 300 4Matic V1 2022,2022,Other,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1758000000,3,52000
Ford Escape 2.3L XLS 2012,2012,SUV,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,288000000,13,80000
Hyundai Grand i10 2014,2014,Hatchback,Nhập khẩu,Nghệ An,Vinh,Số sàn,Máy xăng,Hyundai,119000000,11,110000
Hyundai Accent 1.4 CVT Blue 2015,2015,Sedan,Nhập khẩu,Quảng Bình,Đồng Hới,Số tự động,Máy xăng,Hyundai,295000000,10,84000
Hyundai Accent 1.4 CVT Blue 2015,2015,Sedan,Nhập khẩu,Hà Tĩnh,Hà Tĩnh,Số tự động,Máy xăng,Hyundai,295000000,10,84000
Daewoo Lacetti EX 1.6 2009,2009,Sedan,Trong nước,Nghệ An,Vinh,Số sàn,Máy xăng,Daewoo,75000000,16,98000
Hyundai Grand i10 2016,2016,Hatchback,Nhập khẩu,Nghệ An,Vinh,Số sàn,Máy xăng,Hyundai,158000000,9,120000
Kia Morning 1.25 MT 2020,2020,Hatchback,Trong nước,Hà Tĩnh,Hà Tĩnh,Số sàn,Máy xăng,Kia,200000000,5,68000
VinFast VF e34 Tiêu chuẩn 2022,2022,Crossover,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Điện,VinFast,500000000,3,39000
Mitsubishi Outlander 2.0 CVT Premium 2023,2023,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mitsubishi,830000000,2,1
Mercedes-Benz C200 2.0 AT 2017,2017,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mercedes-Benz,630000000,8,1
Hyundai Tucson 2.0 Đặc biệt 2023,2023,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Hyundai,835000000,2,29486
Hyundai Accent 1.5 AT cao cấp 2024,2024,Sedan,Trong nước,Hà Nội,Long Biên,Số tự động,Máy xăng,Hyundai,555000000,1,5000
Mitsubishi Outlander 2.0 CVT 2022,2022,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mitsubishi,725000000,3,1
Mitsubishi Outlander 2.0 CVT 2021,2021,SUV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mitsubishi,650000000,4,1
Lexus GX 470 2007,2007,Other,Nhập khẩu,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Lexus,650000000,18,162000
VinFast LUX A2.0 Cao cấp 2020,2020,Other,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,VinFast,585000000,5,76000
Lexus RX 200T T 2016,2016,SUV,Nhập khẩu,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Lexus,1700000000,9,80000
Kia Cerato 1.6 AT Luxury 2020,2020,Sedan,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Kia,488000000,5,80000
Hyundai Creta 1.5L Tiêu chuẩn 2022,2022,SUV,Nhập khẩu,Hải Phòng,Kiến An,Số tự động,Máy xăng,Hyundai,535000000,3,45000
Kia Sportage 2.0D Signature 2022,2022,SUV,Trong nước,Phú Thọ,Đoan Hùng,Số tự động,Máy dầu,Kia,855000000,3,50000
Hyundai Santa Fe 2.2 Dầu Đặc biệt 2022,2022,SUV,Trong nước,Phú Thọ,Đoan Hùng,Số tự động,Máy dầu,Hyundai,1160000000,3,58000
Kia Morning GT-LINE 2022,2022,Hatchback,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Kia,369000000,3,10000
Kia Sorento 2WD 2.2 DATH 2018,2018,SUV,Trong nước,Bình Dương,Thuận An,Số tự động,Máy dầu,Kia,645000000,7,90000
Mercedes-Benz GLC 200 V1 2022,2022,SUV,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1439000000,3,24000
Mercedes-Benz C300 AMG 2022,2022,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1839000000,3,26000
Mitsubishi Xpander 1.5 AT  2022,2022,MPV,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mitsubishi,499000000,3,50000
Mazda CX-5 2.5L Signature Premium 2WD 2020,2020,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,695000000,5,61000
Kia Carnival 2.2D Signature 2022,2022,MPV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy dầu,Kia,1230000000,3,29000
Hyundai Elantra 1.6 AT Đặc biệt 2023,2023,Sedan,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Hyundai,549000000,2,39000
Suzuki Ertiga 1.5L Sport AT 2021,2021,MPV,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Suzuki,419000000,4,52000
VinFast VF5 Plus 2024,2024,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Điện,VinFast,455000000,1,5000
VinFast VF e34 Tiêu chuẩn 2022,2022,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Điện,VinFast,500000000,3,39000
Ford EcoSport Ambiente 1.5L AT 2018,2018,SUV,Trong nước,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,386000000,7,70000
BMW X6 xDrive35i 2008,2008,SUV,Nhập khẩu,Phú Thọ,Đoan Hùng,Số tự động,Máy xăng,BMW,380000000,17,150000
Hyundai Accent 1.4 MT 2019,2019,Sedan,Trong nước,Bình Dương,Dĩ An,Số sàn,Máy xăng,Hyundai,299000000,6,71000
Kia Morning S 1.25 AT 2019,2019,Hatchback,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Kia,285000000,6,69000
Mazda CX-8 Deluxe 2020,2020,SUV,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Mazda,699000000,5,82000
Toyota Vios 1.5G AT 2016,2016,Sedan,Trong nước,Bình Dương,Dĩ An,Số tự động,Máy xăng,Toyota,309000000,9,72000
Audi TT S-line 2017,2017,Sport Car,Nhập khẩu,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Audi,1450000000,8,34000
Mercedes-Benz V250 Luxury 2020,2020,MPV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mercedes-Benz,1500000000,5,52000
Mazda CX-5 2023,2023,SUV,Trong nước,Đồng Nai,Biên Hòa,Số tự động,Máy xăng,Mazda,740000000,2,15000
Ford Ranger XLT 2.0 4x4 AT 2019,2019,Bán tải,Nhập khẩu,Đồng Nai,Biên Hòa,Số tự động,Máy dầu,Ford,575000000,6,105000
Mazda 6 2.5 Premium 2020,2020,Sedan,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mazda,648000000,5,65000
Ford EcoSport Titanium 1.5L AT 2020,2020,SUV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Ford,450000000,5,67000
Mercedes-Benz S400 3.0 V6 2015,2015,Sedan,Nhập khẩu,Tp.HCM,Quận 12,Số tự động,Máy xăng,Mercedes-Benz,1250000000,10,63000
Ford Ranger Raptor 2021,2021,Bán tải,Nhập khẩu,Đồng Nai,Biên Hòa,Số tự động,Máy dầu,Ford,960000000,4,65000
Toyota Vios 1.5E MT 2022,2022,Sedan,Trong nước,Tp.HCM,Quận 12,Số sàn,Máy xăng,Toyota,380000000,3,52000
Toyota Veloz Cross 1.5 CVT TOP 2022,2022,MPV,Nhập khẩu,Long An,Tân An,Số tự động,Máy xăng,Toyota,555000000,3,77000
Hyundai Elantra 1.6 AT Đặc biệt 2024,2024,Sedan,Trong nước,Long An,Tân An,Số tự động,Máy xăng,Hyundai,599000000,1,14000
Ford Transit Tiêu chuẩn 2009,2009,Van/Minivan,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy dầu,Ford,195000000,16,160000
Ford Ranger 2016,2016,Bán tải,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy dầu,Ford,325000000,9,150000
Nissan Navara 2.5 MT 2016,2016,Bán tải,Trong nước,Hà Nội,Hà Đông,Số sàn,Máy dầu,Nissan,345000000,9,140000
Ford Ranger XLS 2.0L 4x2 AT 2021,2021,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,578000000,4,30000
Mercedes-Benz GLC 250 4Matic 2017,2017,SUV,Nhập khẩu,Hải Phòng,Kiến An,Số tự động,Máy xăng,Mercedes-Benz,820000000,8,94000
VinFast LUX A2.0 Tiêu chuẩn 2022,2022,Sedan,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,VinFast,559000000,3,55000
VinFast Fadil Tiêu Chuẩn 2022,2022,Hatchback,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,VinFast,340000000,3,50000
Hyundai Accent 1.4 AT 2022,2022,Sedan,Trong nước,Hải Phòng,Kiến An,Số tự động,Máy xăng,Hyundai,440000000,3,42000
Kia Carnival 2.2D Luxury 2021,2021,MPV,Trong nước,Tp.HCM,Quận 12,Số tự động,Máy dầu,Kia,1030000000,4,31000
Lexus IS 300 F-Sport 2021,2021,Sedan,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy xăng,Lexus,1689000000,4,55555
Kia Carnival 3.5G Signature 2023,2023,MPV,Trong nước,Hà Nội,Đống Đa,Số tự động,Máy xăng,Kia,1230000000,2,69000
Mercedes-Benz GLC 200 2019,2019,SUV,Trong nước,Hà Nội,Ba Đình,Số tự động,Máy xăng,Mercedes-Benz,999000000,6,60000
Kia Sonet 1.5 Premium 2024,2024,Crossover,Trong nước,Hà Nội,Ba Đình,Số tự động,Máy xăng,Kia,598000000,1,19000
Ford EcoSport Titanium 1.5L AT 2021,2021,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Ford,448000000,4,30000
Mazda CX-5 2.0 Premium 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Mazda,719000000,3,60000
Kia Sportage 1.6 T Signature X-line AWD 2022,2022,SUV,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Kia,865000000,3,27000
Hyundai Venue 1.0 T-GDi Đặc biệt  2023,2023,Hatchback,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Hyundai,536000000,2,18000
Ford Ranger Raptor 2022,2022,Other,Nhập khẩu,Long An,Tân An,Số tự động,Máy dầu,Ford,949000000,3,56000
Hyundai Grand i10 Hatchback 1.2 AT 2019,2019,Hatchback,Trong nước,Tp.HCM,Quận 12,Số tự động,Máy xăng,Hyundai,300000000,6,88000
Mazda CX-5 2.0L Premium Sport  2023,2023,SUV,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Mazda,798000000,2,14000
BMW 320i Sport Line 2023,2023,Sedan,Nhập khẩu,Tp.HCM,Gò Vấp,Số tự động,Máy xăng,BMW,1369000000,2,35000
Kia K3 2023,2023,Sedan,Trong nước,Thái Nguyên,Thái Nguyên,Số tự động,Máy xăng,Kia,640000000,2,8000
Kia Sonet 1.5 Premium 2022,2022,Crossover,Trong nước,Thái Nguyên,Thái Nguyên,Số tự động,Máy xăng,Kia,545000000,3,53000
Hyundai Tucson 2015,2015,SUV,Nhập khẩu,Bình Dương,Thuận An,Số tự động,Máy xăng,Hyundai,530000000,10,88000
Ford Everest Trend 2.0 AT 4x2 2019,2019,SUV,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Ford,750000000,6,79000
Mercedes-Benz C300 AMG 2022,2022,Sedan,Trong nước,Tp.HCM,Quận 7,Số tự động,Máy xăng,Mercedes-Benz,1789000000,3,16666
Mazda 6 2.5L Signature Premium 2022,2022,Sedan,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Mazda,750000000,3,48843
Toyota Raize 2023,2023,SUV,Trong nước,Bình Dương,Thuận An,Số tự động,Máy xăng,Toyota,495000000,2,15000
Honda Civic 1.8 AT 2019,2019,Sedan,Nhập khẩu,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,Honda,559000000,6,68000
Ford Explorer 2.3L Ecoboost 2019,2019,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,1160000000,6,72000
Ford Ranger Raptor 2022,2022,Bán tải,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy xăng,Ford,975000000,3,50000
VinFast LUX A2.0 Cao cấp 2021,2021,Sedan,Trong nước,Tp.HCM,Thủ Đức,Số tự động,Máy xăng,VinFast,569000000,4,50000
Mazda 3 Sedan 1.5L Luxury 2022,2022,Other,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Mazda,565000000,3,65000
Hyundai Grand i10 Hatchback 1.2 MT Base 2019,2019,Other,Trong nước,Hà Nội,Thanh Xuân,Số sàn,Máy xăng,Hyundai,220000000,6,74000
Kia Sorento 2018,2018,Other,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Kia,550000000,7,86000
Toyota Fortuner 2.7V 2016,2016,Other,Trong nước,Hà Nội,Thanh Xuân,Số tự động,Máy xăng,Toyota,465000000,9,130000
Toyota Yaris 1.3G 2015,2015,Other,Trong nước,Hòa Bình,Lương Sơn,Số tự động,Máy xăng,Toyota,360000000,10,100000
Mitsubishi Attrage 1.2L MT 2023,2023,Other,Nhập khẩu,Hà Nội,Thanh Xuân,Số sàn,Máy xăng,Mitsubishi,315000000,2,45000
Ford Everest Titanium 2.0 AT 4x2 2020,2020,SUV,Nhập khẩu,Tp.HCM,Tân Phú,Số tự động,Máy dầu,Ford,875000000,5,76000
Ford Transit 2023,2023,Minibus,Trong nước,Tp.HCM,Tân Phú,Số sàn,Máy dầu,Ford,735000000,2,70000
Ford Ranger Raptor 2023,2023,Bán tải,Nhập khẩu,Tp.HCM,Quận 7,Số tự động,Máy dầu,Ford,1180000000,2,15000
Mercedes-Benz C300 AMG 2013,2013,Sedan,Trong nước,Tp.HCM,Gò Vấp,Số tự động,Máy xăng,Mercedes-Benz,379000000,12,100000
Mazda 2 Sedan 1.5L Luxury 2016,2016,Sedan,Trong nước,Hải Phòng,Other,Số tự động,Máy xăng,Mazda,310000000,9,120000
Kia Morning 1.0 AT Sport 2011,2011,Hatchback,Nhập khẩu,Hải Phòng,An Lão,Số tự động,Máy xăng,Kia,229000000,14,150000
Ford Escape XLT 2.3 AT 4x4 2004,2004,SUV,Trong nước,Hà Nội,Bắc Từ Liêm,Số tự động,Máy xăng,Ford,139000000,21,190000
MG 5 LUX 2024,2024,Sedan,Trong nước,Tp.HCM,Bình Tân,Số tự động,Máy xăng,MG,460000000,1,19000
MG ZS 1.5L LUX+ 2025,2025,Crossover,Nhập khẩu,Tp.HCM,Bình Tân,Số tự động,Máy xăng,MG,500000000,0,2000
Kia Forte EX 1.6 MT 2011,2011,Sedan,Trong nước,Tp.HCM,Other,Số sàn,Máy xăng,Kia,225000000,14,70000
MG ZS 1.5 2WD LUX+ 2024,2024,SUV,Nhập khẩu,Tp.HCM,Bình Tân,Số tự động,Máy xăng,MG,499000000,1,19000
Mitsubishi Zinger 2008,2008,MPV,Trong nước,Tp.HCM,Other,Số sàn,Máy xăng,Mitsubishi,195000000,17,90000
Hyundai Sonata 2.0L-6AT 2009,2009,Sedan,Nhập khẩu,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Hyundai,219000000,16,120000
Honda City 1.5 G 2022,2022,Sedan,Trong nước,Hà Nội,Hoàng Mai,Số tự động,Máy xăng,Honda,420000000,3,1600
Honda City 1.5 L 2022,2022,Sedan,Trong nước,Hải Phòng,Kiến An,Số tự động,Máy xăng,Honda,445000000,3,70000
Ford Territory 1.5L Titanium 2023,2023,Crossover,Trong nước,Hà Nội,Cầu Giấy,Số tự động,Máy xăng,Ford,760000000,2,24000
Mazda CX-5 2.0 Deluxe 2023,2023,SUV,Trong nước,Hải Phòng,Kiến An,Số tự động,Máy xăng,Mazda,720000000,2,13000
Ford Territory Titanium X 2024,2024,SUV,Trong nước,Hải Phòng,Kiến An,Số tự động,Máy xăng,Ford,799000000,1,31000
