name,price,year,status,origin,mileage,fuel_type,body_type,brand,age
Mazda CX5 2.0 AT 2014,415000000,2014,Xe cũ,Trong nước,92000.0,xăng,SUV,Mazda,11
Ford Ranger Raptor 2.0L 4x4 AT 2023,1130000000,2023,Xe cũ,Nhập khẩu,20000.0,dầu,Bán tải / Pickup,Ford,2
Toyota Wigo 1.2G AT 2019,299000000,2019,Xe cũ,Nhập khẩu,31000.0,xăng,Hatchback,Toyota,6
VinFast Fadil 1.4 AT 2021,310000000,2021,Xe cũ,Trong nước,42000.0,xăng,Hatchback,VinFast,4
Hyundai SantaFe Cao cấp 2.4L HTRAC 2021,899000000,2021,Xe cũ,Trong nước,21000.0,xăng,SUV,Hyundai,4
Mercedes Benz GLC 300 4Matic 2020,1399000000,2020,Xe cũ,Trong nước,80000.0,xăng,SUV,Mercedes,5
Honda Brio RS 2019,323000000,2019,Xe cũ,Nhập khẩu,90000.0,xăng,Hatchback,Honda,6
Volvo S90 Inscription T6 2020,1499000000,2020,Xe cũ,Nhập khẩu,34000.0,xăng,Sedan,Volvo,5
Mini Cooper Convertible S 2023,2299000000,2023,Xe cũ,Nhập khẩu,1000.0,xăng,Convertible/Cabriolet,Mini,2
Toyota Innova 2.0 Venturer 2020,670000000,2020,Xe cũ,Trong nước,20000.0,xăng,Crossover,Toyota,5
Ford EcoSport Titanium 1.5L AT 2019,412000000,2019,Xe cũ,Trong nước,90000.0,xăng,SUV,Ford,6
MG 5 Standard 1.5 AT 2024,395000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Sedan,MG,1
Ford Ranger Wildtrak 2.0L 4x4 AT 2025,879000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
VinFast VF8 Plus 2025,1128000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Mercedes Benz C class C200 Avantgarde 2023,1420000000,2023,Xe cũ,Trong nước,1170.0,xăng,Sedan,Mercedes,2
Hyundai Elantra 1.6 AT Tiêu chuẩn 2024,518000000,2024,Xe cũ,Trong nước,0.0,xăng,Sedan,Hyundai,1
VinFast Lux A 2.0 Premium 2.0 AT 2020,500000000,2020,Xe cũ,Trong nước,75000.0,xăng,Sedan,VinFast,5
Volkswagen Teramont President 2.0 AT 2024,2379000000,2024,Xe cũ,Nhập khẩu,2400.0,xăng,SUV,Volkswagen,1
Toyota Innova 2.0E 2016,376000000,2016,Xe cũ,Trong nước,108000.0,xăng,Crossover,Toyota,9
Mercedes Benz C class C300 AMG 2017,760000000,2017,Xe cũ,Trong nước,60000.0,xăng,Sedan,Mercedes,8
Hyundai Kona 2.0 AT 2019,455000000,2019,Xe cũ,Trong nước,62000.0,xăng,Crossover,Hyundai,6
Mini Cooper S 3 Door 2022,1699000000,2022,Xe cũ,Nhập khẩu,12222.0,xăng,Hatchback,Mini,3
Toyota Vios 1.5G 2016,345000000,2016,Xe cũ,Trong nước,90000.0,xăng,Sedan,Toyota,9
Honda CRV L 2018,760000000,2018,Xe cũ,Nhập khẩu,43000.0,xăng,SUV,Honda,7
Mitsubishi Mirage 1.2 AT 2014,215000000,2014,Xe cũ,Nhập khẩu,120000.0,xăng,Hatchback,Mitsubishi,11
Ford Ranger XLS 2.0L 4x2 AT 2025,605000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Mercedes Benz S class S450L 2019,2280000000,2019,Xe cũ,Trong nước,0.0,xăng,Sedan,Mercedes,6
Peugeot 5008 GT 1.6 AT 2024,1039000000,2024,Xe cũ,Trong nước,8000.0,xăng,SUV,Peugeot,1
Honda City 1.5TOP 2018,395000000,2018,Xe cũ,Trong nước,52000.0,xăng,Sedan,Honda,7
Toyota Innova 2.0E 2013,245000000,2013,Xe cũ,Trong nước,150000.0,xăng,Crossover,Toyota,12
Suzuki XL7 1.5 AT 2021,435000000,2021,Xe cũ,Nhập khẩu,70000.0,xăng,SUV,Suzuki,4
Omoda C5 Premium 1.5 Turbo 2024,530000000,2024,Xe mới,Nhập khẩu,0.0,xăng,SUV,Omoda,1
Mercedes Benz C class C200 Exclusive 2020,999000000,2020,Xe cũ,Trong nước,41000.0,xăng,Sedan,Mercedes,5
Kia Sportage Signature 2.0G 2023,868000000,2023,Xe cũ,Trong nước,18000.0,xăng,Crossover,Kia,2
Hyundai Tucson 2.0 ATH 2015,535000000,2015,Xe cũ,Nhập khẩu,84000.0,xăng,Crossover,Hyundai,10
Peugeot 408 GT 1.6 AT 2025,1247000000,2025,Xe mới,Trong nước,0.0,xăng,Crossover,Peugeot,0
Hyundai SantaFe Cao cấp 2.5L HTRAC 2021,969000000,2021,Xe cũ,Trong nước,0.0,xăng,SUV,Hyundai,4
Toyota Raize G 1.0 CVT 2023,495000000,2023,Xe cũ,Nhập khẩu,18000.0,xăng,SUV,Toyota,2
Mitsubishi Xpander 1.5 AT 2022,485000000,2022,Xe cũ,Nhập khẩu,50000.0,xăng,SUV,Mitsubishi,3
Mercedes Benz GLB 35 4Matic 2021,1590000000,2021,Xe cũ,Nhập khẩu,67000.0,xăng,SUV,Mercedes,4
Mercedes Benz GLC 200 4Matic 2022,1595000000,2022,Xe cũ,Trong nước,28000.0,xăng,SUV,Mercedes,3
Kia Sedona 2.2 DAT Deluxe 2021,838000000,2021,Xe cũ,Trong nước,68000.0,dầu,Van/Minivan,Kia,4
Lexus LS 460 2010,880000000,2010,Xe cũ,Nhập khẩu,100000.0,xăng,Sedan,Lexus,15
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt 2025,935000000,2025,Xe mới,Trong nước,0.0,xăng,Crossover,Hyundai,0
Toyota Fortuner 2.4G 4x2 AT Legender 2021,990000000,2021,Xe cũ,Trong nước,85000.0,dầu,SUV,Toyota,4
MG ZS Standard 1.5 AT 2WD 2024,400000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Crossover,MG,1
Mercedes Benz GLK Class GLK250 AMG 4Matic 2014,685000000,2014,Xe cũ,Trong nước,90000.0,xăng,SUV,Mercedes,11
Suzuki Super Carry Van Blind Van 1998,52000000,1998,Xe cũ,Trong nước,164000.0,xăng,Van/Minivan,Suzuki,27
Suzuki Swift GLX 1.2 AT 2019,415000000,2019,Xe cũ,Nhập khẩu,50000.0,xăng,Hatchback,Suzuki,6
Ford Everest Titanium 2.0L 4x2 AT 2025,1296000000,2025,Xe mới,Nhập khẩu,0.0,dầu,SUV,Ford,0
Hyundai Accent 1.5 AT 2025,478000000,2025,Xe mới,Trong nước,0.0,xăng,Sedan,Hyundai,0
Honda CRV L 2024,1065000000,2024,Xe cũ,Trong nước,15001.0,xăng,SUV,Honda,1
Mercedes Benz C class C300 AMG 2019,999000000,2019,Xe cũ,Trong nước,60000.0,xăng,Sedan,Mercedes,6
Honda HRV RS 2022,730000000,2022,Xe cũ,Nhập khẩu,49000.0,xăng,Crossover,Honda,3
Honda CRV 2.4 AT 2015,485000000,2015,Xe cũ,Trong nước,110000.0,xăng,SUV,Honda,10
Mitsubishi Outlander Premium 2.0 CVT 2022,719000000,2022,Xe cũ,Trong nước,50000.0,xăng,SUV,Mitsubishi,3
Volvo S90 LWB Ultimate B6 AWD 2023,1899000000,2023,Xe cũ,Nhập khẩu,20000.0,xăng,Sedan,Volvo,2
Honda CRV 2.4 AT 2015,495000000,2015,Xe cũ,Trong nước,80000.0,xăng,SUV,Honda,10
Lexus ES 250 2022,2280000000,2022,Xe cũ,Nhập khẩu,50000.0,xăng,Sedan,Lexus,3
Honda City RS 1.5 AT 2022,475000000,2022,Xe cũ,Trong nước,60000.0,xăng,Sedan,Honda,3
Mercedes Benz E class E200 Exclusive 2021,1539000000,2021,Xe cũ,Trong nước,30000.0,xăng,Sedan,Mercedes,4
Volvo S60 B5 R-Design AWD 2021,1219000000,2021,Xe cũ,Nhập khẩu,18000.0,xăng,Sedan,Volvo,4
Hyundai i10 Grand 1.0 AT 2016,270000000,2016,Xe cũ,Nhập khẩu,93000.0,xăng,Hatchback,Hyundai,9
Audi A6 2.0T 2012,525000000,2012,Xe cũ,Nhập khẩu,0.0,xăng,Sedan,Audi,13
Honda City RS 1.5 AT 2024,554000000,2024,Xe mới,Trong nước,0.0,xăng,Sedan,Honda,1
Hyundai Equus Vs 500 2013,1150000000,2013,Xe cũ,Nhập khẩu,11000.0,xăng,Sedan,Hyundai,12
Ford Ranger XLS 2.2L 4x2 AT 2020,565000000,2020,Xe cũ,Nhập khẩu,69000.0,dầu,Bán tải / Pickup,Ford,5
Honda HRV RS 2024,825000000,2024,Xe cũ,Nhập khẩu,3300.0,xăng,Crossover,Honda,1
Mazda BT50 2.2L 4x4 MT 2013,310000000,2013,Xe cũ,Nhập khẩu,95000.0,dầu,Bán tải / Pickup,Mazda,12
Honda HRV L 2018,530000000,2018,Xe cũ,Nhập khẩu,56000.0,xăng,Crossover,Honda,7
GAC GS8 GT 2.0T 2025,1269000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,GAC,0
Mitsubishi Pajero Sport 2.4D 4x2 MT 2019,650000000,2019,Xe cũ,Nhập khẩu,98000.0,dầu,SUV,Mitsubishi,6
VinFast VF3 Plus 2024,259000000,2024,Xe mới,Trong nước,0.0,điện,Hatchback,VinFast,1
Nissan Terra E 2.5 AT 2WD 2019,510000000,2019,Xe cũ,Nhập khẩu,0.0,xăng,SUV,Nissan,6
Isuzu QKR QMR77HE5A 2025,573000000,2025,Xe mới,Trong nước,0.0,dầu,Truck,Isuzu,0
Peugeot 408 GT 1.6 AT 2023,1025000000,2023,Xe cũ,Trong nước,40000.0,xăng,Crossover,Peugeot,2
Ford Ranger Wildtrak 2.0L 4x4 AT 2023,838000000,2023,Xe cũ,Trong nước,20000.0,dầu,Bán tải / Pickup,Ford,2
Mercedes Benz GLC 200 2019,990000000,2019,Xe cũ,Trong nước,67000.0,xăng,SUV,Mercedes,6
Mercedes Benz C class C250 Exclusive 2016,695000000,2016,Xe cũ,Trong nước,0.0,xăng,Sedan,Mercedes,9
Toyota Innova 2.0E 2018,438000000,2018,Xe cũ,Trong nước,120000.0,xăng,Crossover,Toyota,7
Ford Transit Standard MID 2014,265000000,2014,Xe cũ,Trong nước,250000.0,dầu,Van/Minivan,Ford,11
Ford EcoSport Ambiente 1.5L AT 2020,380000000,2020,Xe cũ,Trong nước,51000.0,xăng,SUV,Ford,5
Hyundai Elantra 1.6 MT 2019,388000000,2019,Xe cũ,Trong nước,0.0,xăng,Sedan,Hyundai,6
Honda Civic RS 1.5 AT 2022,790000000,2022,Xe cũ,Nhập khẩu,17500.0,xăng,Sedan,Honda,3
Mercedes Benz E class E200 2016,799000000,2016,Xe cũ,Trong nước,74000.0,xăng,Sedan,Mercedes,9
VinFast Lux A 2.0 Plus 2.0 AT 2019,495000000,2019,Xe cũ,Trong nước,1.0,xăng,Sedan,VinFast,6
Hyundai i10 Grand 1.2 AT 2017,295000000,2017,Xe cũ,Nhập khẩu,43000.0,xăng,Hatchback,Hyundai,8
Mazda 3 1.5L Luxury 2023,590000000,2023,Xe cũ,Trong nước,18068.0,xăng,Sedan,Mazda,2
Kia Rondo GMT 2018,315000000,2018,Xe cũ,Trong nước,0.0,xăng,SUV,Kia,7
Ford Transit Premium 2025,914000000,2025,Xe mới,Trong nước,0.0,dầu,Van/Minivan,Ford,0
Hyundai SantaFe MLX 2.0L 2009,325000000,2009,Xe cũ,Nhập khẩu,120000.0,dầu,SUV,Hyundai,16
BMW 3 Series 320i 2013,395000000,2013,Xe cũ,Nhập khẩu,117000.0,xăng,Sedan,BMW,12
BMW 7 Series 730Li 2015,1559000000,2015,Xe cũ,Nhập khẩu,30000.0,xăng,Sedan,BMW,10
Lexus GS 350 F-Sport 2012,820000000,2012,Xe cũ,Nhập khẩu,70000.0,xăng,Sedan,Lexus,13
Ford Ranger Wildtrak 3.2L 4x4 AT 2016,525000000,2016,Xe cũ,Nhập khẩu,108000.0,dầu,Bán tải / Pickup,Ford,9
Mitsubishi Xpander 1.5 MT 2019,369000000,2019,Xe cũ,Nhập khẩu,90000.0,xăng,SUV,Mitsubishi,6
Hyundai SantaFe 2.7 MT 2009,220000000,2009,Xe cũ,Nhập khẩu,105272.0,xăng,SUV,Hyundai,16
Toyota Veloz Cross 1.5 CVT 2023,555000000,2023,Xe cũ,Trong nước,57000.0,xăng,SUV,Toyota,2
Toyota Yaris Cross 1.5 D-CVT 2024,665000000,2024,Xe cũ,Nhập khẩu,12000.0,xăng,SUV,Toyota,1
Kia Sonet Luxury 1.5 AT 2023,535000000,2023,Xe cũ,Trong nước,21000.0,xăng,Crossover,Kia,2
Mercedes Benz GLS 400 4Matic 2016,1445000000,2016,Xe cũ,Nhập khẩu,0.0,xăng,SUV,Mercedes,9
Chevrolet Colorado LTZ 2.8L 4x4 AT 2017,408000000,2017,Xe cũ,Nhập khẩu,120000.0,dầu,Bán tải / Pickup,Chevrolet,8
Mercedes Benz C class C300 AMG 2018,775000000,2018,Xe cũ,Trong nước,96000.0,xăng,Sedan,Mercedes,7
Mercedes Benz S class S450L 2018,1999000000,2018,Xe cũ,Trong nước,68000.0,xăng,Sedan,Mercedes,7
Peugeot 2008 GT Line 1.2 AT 2023,709000000,2023,Xe cũ,Trong nước,0.0,xăng,Crossover,Peugeot,2
Ford Everest Titanium 2.0L 4x2 AT 2024,1275000000,2024,Xe cũ,Nhập khẩu,43000.0,dầu,SUV,Ford,1
Nissan Teana 2.0 AT 2010,235000000,2010,Xe cũ,Nhập khẩu,100000.0,xăng,Sedan,Nissan,15
Hyundai Accent 1.4 ATH 2018,360000000,2018,Xe cũ,Trong nước,66000.0,xăng,Sedan,Hyundai,7
Kia Sorento DATH 2017,579000000,2017,Xe cũ,Trong nước,91000.0,dầu,SUV,Kia,8
Ford Transit Premium+ 2025,1091000000,2025,Xe mới,Trong nước,0.0,dầu,Van/Minivan,Ford,0
Toyota Hilux 2.5E 4x2 MT 2009,232000000,2009,Xe cũ,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Toyota,16
Hyundai Centennial 3.5 AT 2007,399000000,2007,Xe cũ,Nhập khẩu,170000.0,xăng,Sedan,Hyundai,18
Ford EcoSport Titanium 1.5L AT 2017,365000000,2017,Xe cũ,Trong nước,80000.0,xăng,SUV,Ford,8
Chevrolet Trailblazer LT 2.5L 4x2 MT 2018,420000000,2018,Xe cũ,Nhập khẩu,90000.0,dầu,SUV,Chevrolet,7
Mazda CX5 Signature Exclusive 2.5 AT 2024,999000000,2024,Xe mới,Trong nước,0.0,xăng,SUV,Mazda,1
Honda Civic RS 1.5 AT 2024,800000000,2024,Xe mới,Nhập khẩu,0.0,xăng,Sedan,Honda,1
Kia Morning AT 2019,285000000,2019,Xe cũ,Trong nước,80000.0,xăng,Hatchback,Kia,6
Mercedes Benz E class E200 2019,1099000000,2019,Xe cũ,Trong nước,58000.0,xăng,Sedan,Mercedes,6
Mercedes Benz C class C300 AMG 2020,1199000000,2020,Xe cũ,Trong nước,53000.0,xăng,Sedan,Mercedes,5
Toyota Corolla Cross 1.8HEV 2025,870000000,2025,Xe mới,Nhập khẩu,0.0,hybrid,SUV,Toyota,0
Ford Flex Limited EcoBoost 2014,1380000000,2014,Xe cũ,Nhập khẩu,0.0,xăng,SUV,Ford,11
Ford Ranger Raptor 2.0L 4x4 AT 2023,1150000000,2023,Xe cũ,Nhập khẩu,51000.0,dầu,Bán tải / Pickup,Ford,2
Nissan Sunny Q Series XT Premium 2018,299000000,2018,Xe cũ,Trong nước,0.0,xăng,Sedan,Nissan,7
Ford Territory Titanium 1.5 AT 2025,745000000,2025,Xe mới,Trong nước,0.0,xăng,SUV,Ford,0
Mitsubishi Xforce Premium 2025,591000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Mitsubishi,0
Kia Carnival Premium 2.2D 2021,1035000000,2021,Xe cũ,Trong nước,44001.0,dầu,Van/Minivan,Kia,4
Kia Sorento Premium 2.5 AT 2022,840000000,2022,Xe cũ,Trong nước,0.0,xăng,SUV,Kia,3
Hyundai Tucson 2.0 ATH 2020,660000000,2020,Xe cũ,Trong nước,48000.0,xăng,Crossover,Hyundai,5
Toyota Raize G 1.0 CVT 2022,479000000,2022,Xe cũ,Nhập khẩu,20000.0,xăng,SUV,Toyota,3
Nissan Terra V 2.5 AT 4WD 2018,625000000,2018,Xe cũ,Nhập khẩu,80000.0,xăng,SUV,Nissan,7
Nissan Almera EL 1.0 CVT 2022,385000000,2022,Xe cũ,Nhập khẩu,60000.0,xăng,Sedan,Nissan,3
Nissan Sunny XV 2013,245000000,2013,Xe cũ,Trong nước,87000.0,xăng,Sedan,Nissan,12
Toyota Raize G 1.0 CVT 2025,536000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Toyota,0
Ford Ranger XLS 2.0L 4x2 AT 2025,640000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Peugeot 3008 GT 2022,845000000,2022,Xe cũ,Trong nước,50000.0,xăng,Crossover,Peugeot,3
Mazda 3 1.5L Luxury 2022,555000000,2022,Xe cũ,Trong nước,50000.0,xăng,Sedan,Mazda,3
Kia Cerato 2.0 AT Premium 2021,495000000,2021,Xe cũ,Trong nước,80000.0,xăng,Sedan,Kia,4
VinFast Fadil Tiêu chuẩn 1.4 AT 2022,330000000,2022,Xe cũ,Trong nước,44000.0,xăng,Hatchback,VinFast,3
Kia Sorento DATH 2015,490000000,2015,Xe cũ,Trong nước,110000.0,dầu,SUV,Kia,10
Toyota Fortuner 2.4G 4x2 MT 2019,739000000,2019,Xe cũ,Nhập khẩu,0.0,dầu,SUV,Toyota,6
Toyota Yaris 1.3G 2015,370000000,2015,Xe cũ,Nhập khẩu,61000.0,xăng,Hatchback,Toyota,10
Hyundai Kona 2.0 ATH 2021,525000000,2021,Xe cũ,Trong nước,60000.0,xăng,Crossover,Hyundai,4
Mercedes Benz C class C250 AMG 2015,639000000,2015,Xe cũ,Trong nước,0.0,xăng,Sedan,Mercedes,10
Hyundai Accent Cao cấp 1.5 AT 2024,535000000,2024,Xe cũ,Trong nước,28000.0,xăng,Sedan,Hyundai,1
Hyundai Tucson 2.0 AT Đặc biệt 2021,699000000,2021,Xe cũ,Trong nước,54000.0,xăng,Crossover,Hyundai,4
Ford Ranger XLS 2.2L 4x2 MT 2016,350000000,2016,Xe cũ,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Ford,9
Mitsubishi Triton 4x2 AT 2023,585000000,2023,Xe cũ,Nhập khẩu,10000.0,dầu,Bán tải / Pickup,Mitsubishi,2
Kia Optima 2.4 GT line 2016,475000000,2016,Xe cũ,Nhập khẩu,110000.0,xăng,Sedan,Kia,9
Mazda 3 1.5L Deluxe 2020,499000000,2020,Xe cũ,Trong nước,39000.0,xăng,Sedan,Mazda,5
Mitsubishi Outlander 2.0 CVT 2021,645000000,2021,Xe cũ,Trong nước,68000.0,xăng,SUV,Mitsubishi,4
Lexus RX 350 F-Sport 2016,2199000000,2016,Xe cũ,Nhập khẩu,65000.0,xăng,SUV,Lexus,9
Mazda 3 2.0 AT 2018,455000000,2018,Xe cũ,Trong nước,60000.0,xăng,Sedan,Mazda,7
MG 5 1.5 MT 2023,300000000,2023,Xe mới,Nhập khẩu,0.0,xăng,Sedan,MG,2
Mazda 3 S 1.6 AT 2014,305000000,2014,Xe cũ,Trong nước,90000.0,xăng,Sedan,Mazda,11
VinFast President 6.2 V8 2021,1250000000,2021,Xe cũ,Trong nước,70000.0,xăng,SUV,VinFast,4
Hyundai Tucson 2.0 AT 2018,560000000,2018,Xe cũ,Trong nước,80000.0,xăng,Crossover,Hyundai,7
Toyota Fortuner 2.4G 4x2 AT 2020,875000000,2020,Xe cũ,Trong nước,96000.0,dầu,SUV,Toyota,5
Mazda CX5 2.5 AT 2WD 2017,517000000,2017,Xe cũ,Trong nước,85000.0,xăng,SUV,Mazda,8
Toyota Vios G 1.5 CVT 2021,455000000,2021,Xe cũ,Trong nước,33659.0,xăng,Sedan,Toyota,4
Hyundai SantaFe Premium 2.4L HTRAC 2019,770000000,2019,Xe cũ,Trong nước,0.0,xăng,SUV,Hyundai,6
Ford Ranger Wildtrak 3.2L 4x4 AT 2018,575000000,2018,Xe cũ,Nhập khẩu,85000.0,dầu,Bán tải / Pickup,Ford,7
Volvo XC60 Ultimate Bright B6 AWD 2023,2100000000,2023,Xe cũ,Nhập khẩu,28000.0,xăng,SUV,Volvo,2
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt 2022,810000000,2022,Xe cũ,Trong nước,45000.0,xăng,Crossover,Hyundai,3
Chevrolet Aveo LTZ 1.5 AT 2014,198000000,2014,Xe cũ,Trong nước,80000.0,xăng,Sedan,Chevrolet,11
Honda HRV L 2025,710000000,2025,Xe mới,Nhập khẩu,0.0,xăng,Crossover,Honda,0
Kia Cerato 1.6 AT Deluxe 2021,445000000,2021,Xe cũ,Trong nước,57000.0,xăng,Sedan,Kia,4
Ford Ranger XLS 2.0L 4x2 AT 2023,648000000,2023,Xe cũ,Trong nước,61000.0,dầu,Bán tải / Pickup,Ford,2
BMW 5 Series 520i Luxury 2020,1399000000,2020,Xe cũ,Nhập khẩu,48888.0,xăng,Sedan,BMW,5
Ford Everest Platinum 2.0L 4x4 AT 2025,1545000000,2025,Xe mới,Nhập khẩu,0.0,dầu,SUV,Ford,0
Kia Carnival Luxury 2.2D 2021,979000000,2021,Xe cũ,Trong nước,79000.0,dầu,Van/Minivan,Kia,4
Porsche Macan GTS 2016,1888000000,2016,Xe cũ,Nhập khẩu,90000.0,xăng,SUV,Porsche,9
BMW 5 Series 520i Luxury 2021,1330000000,2021,Xe cũ,Nhập khẩu,40000.0,xăng,Sedan,BMW,4
Kia Cerato 1.6 AT 2018,405000000,2018,Xe cũ,Trong nước,83000.0,xăng,Sedan,Kia,7
BMW 5 Series 528i GT 2016,1060000000,2016,Xe cũ,Nhập khẩu,0.0,xăng,Sedan,BMW,9
Mazda CX8 Premium 2023,930000000,2023,Xe cũ,Trong nước,40000.0,xăng,SUV,Mazda,2
Hyundai Creta Cao cấp 1.5 AT 2022,615000000,2022,Xe cũ,Nhập khẩu,30000.0,xăng,Crossover,Hyundai,3
Toyota Corolla Cross 1.8V 2025,754000000,2025,Xe mới,Nhập khẩu,0.0,xăng,SUV,Toyota,0
Mercedes Benz GLC 300 4Matic 2017,990000000,2017,Xe cũ,Trong nước,96000.0,xăng,SUV,Mercedes,8
VinFast VF9 Eco 2025,1250000000,2025,Xe mới,Trong nước,0.0,điện,SUV,VinFast,0
Kia Cerato 2.0 AT Premium 2019,469000000,2019,Xe cũ,Trong nước,61000.0,xăng,Sedan,Kia,6
Hyundai Tucson 2.0 AT Tiêu chuẩn 2025,730000000,2025,Xe mới,Trong nước,0.0,xăng,Crossover,Hyundai,0
Ford Ranger XLS 2.2L 4x2 AT 2019,525000000,2019,Xe cũ,Nhập khẩu,80000.0,dầu,Bán tải / Pickup,Ford,6
Ford Transit Premium 2025,889000000,2025,Xe mới,Trong nước,0.0,dầu,Van/Minivan,Ford,0
Ford Ranger Wildtrak 2.0L 4x4 AT 2025,840000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
BMW 3 Series 320i M Sport 2023,1286000000,2023,Xe cũ,Trong nước,39000.0,xăng,Sedan,BMW,2
VinFast VF5 Plus 2024,513000000,2024,Xe mới,Trong nước,0.0,điện,SUV,VinFast,1
Mercedes Benz C class C250 Exclusive 2016,699000000,2016,Xe cũ,Trong nước,89600.0,xăng,Sedan,Mercedes,9
VinFast Fadil 1.4 AT Plus 2021,325000000,2021,Xe cũ,Trong nước,50000.0,xăng,Hatchback,VinFast,4
Mini Cooper S Convertible 2019,1439000000,2019,Xe cũ,Nhập khẩu,0.0,xăng,Convertible/Cabriolet,Mini,6
Kia Seltos Luxury 1.4 AT 2021,579000000,2021,Xe cũ,Trong nước,50000.0,xăng,Crossover,Kia,4
Ford Territory Titanium 1.5 AT 2025,745000000,2025,Xe mới,Trong nước,0.0,xăng,SUV,Ford,0
Honda HRV RS 2023,769000000,2023,Xe cũ,Nhập khẩu,4500.0,xăng,Crossover,Honda,2
Mazda 3 1.5L Luxury 2020,525000000,2020,Xe cũ,Trong nước,60000.0,xăng,Sedan,Mazda,5
Mitsubishi Pajero Sport G 4x4 AT 2015,425000000,2015,Xe cũ,Trong nước,0.0,xăng,SUV,Mitsubishi,10
Ford Ranger Wildtrak 3.2L 4x4 AT 2017,535000000,2017,Xe cũ,Nhập khẩu,90000.0,dầu,Bán tải / Pickup,Ford,8
BMW 1 Series 116i 2014,389000000,2014,Xe cũ,Nhập khẩu,87000.0,xăng,Hatchback,BMW,11
Mazda CX5 2.0 AT 2015,450000000,2015,Xe cũ,Trong nước,85000.0,xăng,SUV,Mazda,10
Suzuki XL7 1.5 AT 2020,455000000,2020,Xe cũ,Nhập khẩu,62000.0,xăng,SUV,Suzuki,5
Ford EcoSport Titanium 1.5L AT 2020,435000000,2020,Xe cũ,Trong nước,0.0,xăng,SUV,Ford,5
Mercedes Benz C class C300 AMG 2022,1679000000,2022,Xe cũ,Trong nước,21000.0,xăng,Sedan,Mercedes,3
Audi A6 45 TFSI 2023,1975000000,2023,Xe cũ,Nhập khẩu,9000.0,xăng,Sedan,Audi,2
BMW 3 Series 320i 2018,768000000,2018,Xe cũ,Nhập khẩu,0.0,xăng,Sedan,BMW,7
Ford Ranger XLS 2.2L 4x2 AT 2020,550000000,2020,Xe cũ,Nhập khẩu,0.0,dầu,Bán tải / Pickup,Ford,5
Hyundai i10 Grand 1.2 AT 2018,310000000,2018,Xe cũ,Trong nước,50000.0,xăng,Hatchback,Hyundai,7
Toyota Camry 2.5G 2015,525000000,2015,Xe cũ,Trong nước,105000.0,xăng,Sedan,Toyota,10
Hyundai Accent 1.4 AT 2022,429000000,2022,Xe cũ,Trong nước,17000.0,xăng,Sedan,Hyundai,3
Mercedes Benz GLC 200 4Matic 2021,1450000000,2021,Xe cũ,Trong nước,45000.0,xăng,SUV,Mercedes,4
Ford Ranger Wildtrak 2.0L 4x4 AT 2025,839000000,2025,Xe mới,Trong nước,0.0,dầu,Bán tải / Pickup,Ford,0
Mazda CX5 2.5 Signature Premium AWD I-Activ 2020,720000000,2020,Xe cũ,Trong nước,60000.0,xăng,SUV,Mazda,5
BMW 3 Series 330i M Sport 2023,1769000000,2023,Xe cũ,Trong nước,17000.0,xăng,Sedan,BMW,2
Isuzu MU-X Prestige 1.9 4X2 AT 2025,1078000000,2025,Xe mới,Nhập khẩu,0.0,dầu,SUV,Isuzu,0
Mazda 6 2.0L Premium 2017,510000000,2017,Xe cũ,Trong nước,80000.0,xăng,Sedan,Mazda,8
Ford Ranger XLS 2.2L 4x2 AT 2017,444000000,2017,Xe cũ,Nhập khẩu,120000.0,dầu,Bán tải / Pickup,Ford,8
Kia Sedona 3.3L GATH 2018,618000000,2018,Xe cũ,Trong nước,69000.0,xăng,Van/Minivan,Kia,7
VinFast Lux SA 2.0 Premium 2.0 AT 2019,699000000,2019,Xe cũ,Trong nước,74000.0,xăng,SUV,VinFast,6
Toyota Fortuner 2.4G 4x2 MT 2019,730000000,2019,Xe cũ,Nhập khẩu,108000.0,dầu,SUV,Toyota,6
Kia Seltos 1.5 AT 2025,579000000,2025,Xe mới,Trong nước,0.0,xăng,Crossover,Kia,0
Hyundai i10 Grand 1.2 AT 2019,318000000,2019,Xe cũ,Trong nước,50000.0,xăng,Hatchback,Hyundai,6
Mazda 3 1.5L Luxury 2021,535000000,2021,Xe cũ,Trong nước,40000.0,xăng,Sedan,Mazda,4
Suzuki Swift GLX 1.2 AT 2019,399000000,2019,Xe cũ,Nhập khẩu,56000.0,xăng,Hatchback,Suzuki,6
